DB.ID,DB.REVISION,PUB.CitationKey,PUB.Title,PUB.Author,PUB.Year,PUB.Link,PUB.Citations,PUB.CitationsPerYear,META.Name,META.Description,META.SPECIFIC_NEW_USE_CASE,META.SCOPE,META.FOCUS,META.GOAL,META.TOPIC,META.SETTING,MAPPING.HAS_MAPPING,MAPPING.FROM,MAPPING.ORIGIN,MAPPING.TO,MAPPING.CONCEPT,MAPPING.REPRESENTATION,MAPPING.MEANING,MAPPING.LEVEL,OUTPUT.ACTIVATION,OUTPUT.TRANSITION_TO_FOREGROUND,OUTPUT.MODALITY,OUTPUT.ACCESS,OUTPUT.INFORMATION_BANDWIDTH,OUTPUT.TECH,OUTPUT.SIMILARITY,EVAL.HAS_EVALUATION,EVAL.SAMPLE_SIZE,EVAL.TIME_PERIOD,EVAL.SETTING,EVAL.STUDY_GROUP,EVAL.DEVSTAGE,EVAL.USABILITY,EVAL.COGNITIVE_LOAD,EVAL.CHANGED_BEHAVIOUR,META.PSYCHOLOGICAL_GROUNDING,OUTPUT.INFORMATION_PPP,OUTPUT.BACKGROUND_EMBEDDING,OUTPUT.CUSTOM_HARDWARE,OUTPUT.CUSTOM_HARDWARE_ISSUES,OUTPUT.REMOTE_UPDATABILITY,OUTPUT.TEMPORAL_CONTEXT,OUTPUT.UPDATE_DYNAMIC,OUTPUT.AESTHETIC_EMPHASIS
mxg2fpdpxnp,1,fuVisualizationAnalysisEmail2007,Visualization and Analysis of Email Networks,"Fu, X. and Hong, S.-H. and Nikolov, N.S. and Shen, X. and Wu, Y. and Xu, K.",2007,,33,2.4,Ambient display of an email network,"A watercolor painting of stars in the sky shown on a monitor in a picture frame, representing email collaboration within a group",YES,ADAIS,"USECASE,PROTOTYPE",INCREASE_AWARENESS,SOCIAL,WORKPLACE,,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,GROUP,HIGH,SCREEN,"ART,FAMILIAR",NO,,,,,,,,,NONE,PRESENCE,CAMOUFLAGE,NO,NA,NOT_MENTIONED,,,
mxigsod7sl,1,friedewaldPerspectivesAmbientIntelligence2005,Perspectives of Ambient Intelligence in the Home Environment,"Friedewald, Michael and Da Costa, Olivier and Punie, Yves and Alahuhta, Petteri and Heinonen, Sirkka",2005,,226,14.6,Ambient Intelligence in the Home Environment,"A vision/roadmap of ambient intelligence applications embedded in the home to support automation, communication, entertainment, work and independent living",NO,"ADAIS,AMI","CONCEPT,ISSUES","ASSISTED_LIVING,AID_IN_ACTIVITY,INCREASE_AWARENESS","SAFETY,SOCIAL,HEALTH,EVENTS,RESOURCES",HOME,,,,,,,,,,,[NA],,,,,NO,,,,,,,,,NONE,,,NA,NA,NA,,,
my0u9aly9ej,1,lynggaardHomeAwarenessConnecting2010,Home Awareness: Connecting People Sensuously to Places,"Lynggaard, Aviaja Borup and Petersen, M G and Gude, R and Mortensen, M",2010,,9,0.9,Home Awareness prototype,"A cone-shaped installation that reproduces the light, sound and temperature of a remote home in the primary home",YES,ADAIS,PROTOTYPE,INCREASE_AWARENESS,SOCIAL,"HOME,WORKPLACE",,,,,,,,,CONTINUOUS,MAKE_AWARE,"VISUAL,AUDIO,HEAT",FAMILY,MEDIUM,"MOTOR,SPEAKER",ART,NO,,,IN_SITU,USERS,PROTOTYPE,"INTERVIEW,COMMENTS,OBSERVATION",[NA],SUBJECTIVE,NONE,PRESENCE,"CAMOUFLAGE,MIMICRY",YES,NOISE,NOT_MENTIONED,,,
myaxt8w037,1,ghayvatAddressingInterferenceIssues2015,Addressing Interference Issues in a WSN Based Smart Home for Ambient Assisted Living,"Ghayvat, Hemant and Mukhopadhyay, S. C. and Gui, X.",2015,,4,0.7,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myeke5i1bus,1,muhlhauserMultimodalInteractionAmbient2008,Multimodal Interaction for Ambient Assisted Living (Aal),"Mühlhäuser, M",2008,,2,0.2,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myov5k5ldql,1,majchrzakBetterSocialIntegration2011,Towards Better Social Integration through Mobile Web 2.0 Ambient Assisted Living Devices,"Majchrzak, Tim A. and Jakubiec, Adalbert and Lablans, Martin and Ückert, Frank",2011,,9,0.9,,,,,PROTOTYPE,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mz984n1v2j,1,houbenPhysikitDataEngagement2016,Physikit: Data Engagement Through Physical Ambient Visualizations in the Home,"Houben, Steven and Golsteijn, Connie and Gallacher, Sarah and Johnson, Rose and Bakker, Saskia and Marquardt, Nicolai and Capra, Licia and Rogers, Yvonne",2016,,80,17.8,Physikit,"4 Cube that respond with Light,Vibration,Movement,AirFlow",YES,"IOT,ADAIS","PROTOTYPE,DEV,EVAL,USECASE",INCREASE_AWARENESS,HEALTH,HOME,,,,,,,,,CONTINUOUS,MAKE_AWARE,VISUAL,HOUSEHOLD,MEDIUM,"LED,MOTOR","ARTIFICIAL,ASSOCIATED",NO,5,WEEKS,IN_SITU,USERS,PROTOTYPE,"INTERVIEW,OBSERVATION,USAGE_STATISTIC,COMMENTS",[NA],SUBJECTIVE,NONE,"PUSH,PRESENCE","CAMOUFLAGE,PERIPHERAL_PLACEMENT",YES,NOISE,YES,,,
n0wdupu71r9,1,bilandzicGelatineMakingCoworking2013,Gelatine: Making Coworking Places Gel for Better Collaboration and Social Learning,"Bilandzic, Mark and Schroeter, Ronald and Foth, Marcus",2013,,35,4.7,Gelatine,"RFID check-in system that displays present coworkers' skills, interests and needs as a tag cloud on public screens plus thermal-printed profile tickets in a library coworking space",YES,ADAIS,"PROTOTYPE,EVAL,USECASE",INCREASE_AWARENESS,SOCIAL,WORKPLACE,,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,PUBLIC,HIGH,SCREEN,ARTIFICIAL,YES,45,DAYS,IN_SITU,USERS,PROTOTYPE,INTERVIEW,[NA],"OBJECTIVE,SUBJECTIVE",NONE,"PRESENCE,PULL",PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,,,
n1v9oqusszi,1,vogelInteractivePublicAmbient2005,Interactive Public Ambient Displays,"Vogel, Daniel and Balakrishnan, Ravin",2005,,10,0.6,,,,ADAIS,PROTOTYPE,,,,,,,,,,,,,,VISUAL,,,,,,,,,,,,,,,,,,,,,,
n2f0lm2nd0g,1,shamiContextUseEvaluation2005,Context of Use Evaluation of Peripheral Displays (CUEPD),"Shami, N. Sadat and Leshed, Gilly and Klein, David",2005,,35,2.3,Stock Ticker,A scrolling stock ticker display located along the entrance corridor of a Business School showing stock information,NO,ADAIS,EVAL,INCREASE_AWARENESS,OTHER,"EDUCATION,WORKPLACE",,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,PUBLIC,HIGH,SCREEN,ARTIFICIAL,YES,10,HOURS,IN_SITU,USERS,FINAL,"HEURISTIC_EVALUATION,QUESTIONNAIRE",[NA],[NA],NONE,PRESENCE,PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
n2gavl4957,1,kiyokawaOwensLuisContextaware2012,Owens Luis - A Context-aware Multi-modal Smart Ofﬁce Chair in an Ambient Environment,"Kiyokawa, Kiyoshi and Hatanaka, Masahide and Hosoda, Kazufumi and Okada, Masashi and Shigeta, Hironori and Ishihara, Yasunori and Ooshita, Fukuhito and Kakugawa, Hirotsugu and Kurihara, Satoshi and Moriyama, Koichi",2012,,8,0.9,Owens Luis,"A smart office chair that senses a worker's sleepiness and concentration and responds with motion, variable color-temperature LED light and directional audio to encourage rest or work",YES,ADAIS,"PROTOTYPE,DEV","BEHAVIOURAL_CHANGE,AID_IN_ACTIVITY",HEALTH,WORKPLACE,,,,,,,,,CONTINUOUS,MAKE_AWARE,"VISUAL,AUDIO,POS,HEAT",PERSONAL,MEDIUM,"LED,MOTOR,SPEAKER","FAMILIAR,ARTIFICIAL",NO,100,DAYS,"IN_LAB,IN_PRESENTATION",USERS,PROTOTYPE,"COMMENTS,OBSERVATION",[NA],[NA],NONE,PUSH,AUGMENTATION,YES,NONE,NOT_MENTIONED,,,
n2mimj9enws,1,netgearMeuralCanvasII2019,Meural Canvas II | Shop Digital Canvas | Digital Wall Art | Meural,NETGEAR,2019,,,0,Meural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n3rp6th4gxh,1,hartmannMaterializingAmbientDisplays,Materializing Ambient Displays,"Hartmann, F",,,,0,Materializing Ambient Displays,Non-pixel-based ambient displays that encode data into aesthetically designed tangible objects blending into their architectural environment,NO,ADAIS,"CONCEPT,DEFTAX",INCREASE_AWARENESS,OTHER,"HOME,WORKPLACE,URBAN",,,,,,,,,CONTINUOUS,MAKE_AWARE,"VISUAL,AUDIO,SHAPE,POS,AIRMOVE",PUBLIC,LOW,"MOTOR,LED","FAMILIAR,ART",NO,,,,,,,,,NONE,PRESENCE,"CAMOUFLAGE,AUGMENTATION,MIMICRY",YES,NONE,NOT_MENTIONED,,,
n4mabz222u,1,sukthankarAmbientProjectionIntelligent2005,Towards Ambient Projection for Intelligent Environments,"Sukthankar, R.",2005,,12,0.8,PhotoBoard,A multi-planar projected display that shows family photos or artwork on a wall and desk for environment customization,YES,ADAIS,"PROTOTYPE,USECASE",OTHER,"SOCIAL,OTHER",WORKPLACE,,,,,,,,,USER,USER_POLL,VISUAL,PERSONAL,HIGH,SCREEN,FAMILIAR,NO,,,,,,,,,NONE,PRESENCE,PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,,,
n9j8xvn5ci,1,hlubinkaAltarNationInterfaceDesign2002,AltarNation: Interface Design for Meditative Communities,"Hlubinka, Michelle and Beaudin, Jennifer and Tapia, Emmanuel Munguia and An, John S",2002,,27,1.5,AltarNation,An altar niche with a projected star-field display where lighting candles connects users to a virtual meditative community and candlelight shone on stars plays others' prayers and sounds,YES,ADAIS,"PROTOTYPE,USECASE,DEV","AID_IN_ACTIVITY,OTHER",HEALTH,MEDICAL,,,,,,,,,USER,USER_POLL,"VISUAL,AUDIO",PERSONAL,HIGH,"PROJECTION,SPEAKER","ART,ASSOCIATED",NO,,,,,,,,,NONE,"PRESENCE,PULL","PERIPHERAL_PLACEMENT,CAMOUFLAGE",YES,NONE,NOT_MENTIONED,,,
n9q7q1ibp2a,1,mullerAmbientNotifications2013,Towards Ambient Notifications,"Müller, Heiko and Pielot, Martin and de Oliveira, Rodrigo",2013,,,0,,,,,DEFTAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n9r1jw7x1v,1,aartsNewEverydayViews2003,The New Everyday: Views on Ambient Intelligence,"Aarts, Emile and Marzano, Stefano",2003,,559,31.9,Untitled,Foveated high resolution display,YES,"UI,AMI",USECASE,UNSTATED,OTHER,HOME,,,,,,,,,,,,,,,NA,NO,0,,,,,,,,NONE,,,NA,NA,NA,,,
nag40simddg,1,pranteAmbientAgorasInfoRiver2004,"Ambient Agoras – InfoRiver, SIAM, Hello.Wall","Prante, Thorsten and Stenzel, Richard and Röcker, Carsten and Streitz, Norbert and Magerkurth, Carsten",2004,,38,2.3,InfoRiver,"A system implementing an information river metaphor presenting information items on multiple interactive displays (InforMall, GossiPlace, ViewPort, ConsulTable) to support information flow through an office building",YES,ADAIS,PROTOTYPE,"INCREASE_AWARENESS,NOTIFICATION","EVENTS,SOCIAL",WORKPLACE,,,,,,,,,USER,MAKE_AWARE,VISUAL,PUBLIC,HIGH,SCREEN,ARTIFICIAL,NO,,,,,,,,,NONE,"PUSH,PULL",PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,,,
nbmfjxo8t4e,1,demarchiTransitTraceExplorationVisual2015,TransitTrace: An Exploration of Visual Encoding for Effective Route Planning Using an Ambient Display,"MARCHI, M DE",2015,,,0,TransitTrace,An interaction-free web-based visualization for large ambient displays showing animated transit vehicle movements and transfers on an overview map to enable route planning,YES,ADAIS,"PROTOTYPE,USECASE,DEV","AID_IN_ACTIVITY,INCREASE_AWARENESS",OTHER,"URBAN,TRANSPORT",,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,PUBLIC,HIGH,SCREEN,ARTIFICIAL,NO,,,,,,,,,NONE,PRESENCE,,NO,NA,NOT_MENTIONED,,,
ncagx1ur70r,1,zargham4streamsAmbientPhoto2015,4streams: An Ambient Photo Sharing Application for Extended Families,"Zargham, Sam and Ćalić, Janko and Frohlich, David M.",2015,,5,0.9,4streams,Photo display that shows slideshow from different users,YES,ADAIS,"PROTOTYPE,USECASE,EVAL","INCREASE_AWARENESS,NOTIFICATION",SOCIAL,HOME,,,,,,,,,CONTINUOUS,MAKE_AWARE,VISUAL,FAMILY,HIGH,SCREEN,FAMILIAR,NO,4,WEEKS,IN_SITU,USERS,PROTOTYPE,"INTERVIEW,USAGE_STATISTIC",[NA],"SUBJECTIVE,OBJECTIVE",NONE,"PUSH,PRESENCE,PULL",PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
nct3szhpkw,1,blaskoExploringInteractionSimulated2005,Exploring Interaction with a Simulated Wrist-Worn Projection Display,"Blasko, G. and Coriand, F. and Feiner, S.",2005,,86,5.5,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,
ndaq0voehrc,1,coronatoSituationAwarenessApplications2013,Situation Awareness in Applications of Ambient Assisted Living for Cognitive Impaired People,"Coronato, A and Pietro, G De",2013,,26,3.5,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ndnr3v9fuop,1,kristalyASolutionMobile2018,A Solution for Mobile Computing in a Cloud Environment for Ambient Assisted Living,"Kristály, DM and Moraru, SA and Petre, VS",2018,,1,0.4,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ndqhhzpp7p8,1,consolvoEvaluatingAmbientDisplay2005,Evaluating an Ambient Display for the Home,"Consolvo, Sunny and Towle, Jeffrey",2005,,52,3.4,CareNet Display,Interactive digital picture frame augmenting an elder's photo with status icons about her daily care for family caregivers,YES,ADAIS,EVAL,"INCREASE_AWARENESS,ASSISTED_LIVING",HEALTH,"HOME,MEDICAL",,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,FAMILY,HIGH,SCREEN,FAMILIAR,YES,21,WEEKS,"IN_SITU,IN_PRESENTATION","USERS,EXPERTS",WOZ,"HEURISTIC_EVALUATION,INTERVIEW,QUESTIONNAIRE",[NA],[NA],NONE,"PRESENCE,PULL","PERIPHERAL_PLACEMENT,CAMOUFLAGE",YES,NOISE,YES,,,
nf0y8dhd8u,1,martinsDevelopmentAmbientAssisted2017,"Development of Ambient Assisted Living Products and Services: The Role of International Classification of Functioning, Disability, and Health","Martins, AI and Queirós, A and Rocha, NP",2017,,1,0.3,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngct2o5fyyi,1,pepitaCreationRetrievalUser2018,"… Creation and Retrieval of User Health Information with Google Firebase, and Delivery of Automatic Emergency SMS for Ambient Assisted Living System: Monitoring of …","Pepita, AG and Juhana, T",2018,,1,0.4,,,,AS,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nggpj3hp14b,1,dealbaTalkingAgentsAmbientassisted2010,Talking Agents in Ambient-Assisted Living,"de Alba, José M. Fernández and Pavón, Juan",2010,,2,0.2,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngru4bqz55,1,stephanidisUniversalAccessHumancomputer2007,Universal Access in Human-Computer Interaction. Ambient Interaction: 4th International Conference on Universal Access in Human-Computer Interaction …,"Stephanidis, C",2007,,31,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngwerbgeci,1,mcconalogueDisseminationStrategyAmbient2017,Dissemination Strategy of Ambient Assisted Living Project Experience.,"McConalogue, E and Davis, P and Connolly, R",2017,,1,0.3,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh5b08r0x9a,1,fernandezUbikMultiagentBased2009,Ubik: A Multi-Agent Based Simulator for Ubiquitous Computing Applications,"Fernández, Emilio Serrano and Blaya, Juan Antonio Botía and Figueredo, José Manuel Cadenas",2009,,19,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhniot4g44r,1,mancaDetectingAnomalousElderly2017,Detecting Anomalous Elderly Behaviour in Ambient Assisted Living,"Manca, Marco and Parvin, Parvaneh and Paternò, Fabio and Santoro, Carmen",2017,,5,1.4,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ni570918mir,1,demirisSmartHomesAmbient2011,Smart Homes and Ambient Assisted Living Applications: From Data to KnowledgeEmpowering or Overwhelming Older Adults?,"Demiris, G and Thompson, H",2011,,38,4,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nicfzhdumy,1,davisActivityRecognitionBased2016,Activity Recognition Based on Inertial Sensors for Ambient Assisted Living,"Davis, Kadian and Owusu, Evans and Bastani, Vahid and Marcenaro, Lucio and Hu, Jun and Regazzoni, Carlo and Feijs, Loe",2016,,37,8.2,,,,AS,,ASSISTED_LIVING,HEALTH,MEDICAL,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,
nihe8x19g7m,1,kandaAIRAmbientAbstract2005,AIR: Ambient/Abstract/Atmosphere-like Information Representator (日韓合同ワークショップ 1st Korea-Japan Joint Workshop on Ubiquitous Computing and Networking Systems (ubiCNS 2005)),"Kanda, A and Kawahara, Y and Morikawa, H and Aoyama, T",,,,0,AIR,Ambient display framework that maps information sources onto abstract atmosphere-like representations delivered via agents to displays,NO,ADAIS,"CONCEPT,DEV,PROTOTYPE",INCREASE_AWARENESS,"EVENTS,ENVIRONMENT","HOME,WORKPLACE",,,,,,,,,CONTINUOUS,,VISUAL,PUBLIC,MEDIUM,LED,ART,NO,,,,,,,,,NONE,PRESENCE,PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,,,
niroif8z9pd,1,goetzeAcousticUserInterfaces2010,Acoustic User Interfaces for Ambient-Assisted Living Technologies,"Goetze, Stefan and Moritz, Niko and Appell, Jens-E and Meis, Markus and Bartsch, Christian and Bitzer, Jörg",2010,,34,3.2,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
njajezu5fg9,1,tentoriSmartEnvironmentChildren2015,A Smart Environment for Children with Autism,"Tentori, Monica and Escobedo, Lizbeth and Balderas, Gabriela",2015,,29,5.3,BxBalloons,An ambient display showing aircraft/balloons that inflate or deflate based on children's behavior to encourage positive behavior in a classroom,YES,ADAIS,"PROTOTYPE,USECASE,EVAL","INCREASE_AWARENESS,BEHAVIOURAL_CHANGE",HEALTH,"EDUCATION,MEDICAL",,,,,,,,,EVENT,MAKE_AWARE,VISUAL,GROUP,MEDIUM,SCREEN,ASSOCIATED,YES,24,MONTHS,IN_SITU,USERS,PROTOTYPE,INTERVIEW,[NA],"OBJECTIVE,SUBJECTIVE",NONE,PRESENCE,PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
njzyeyqmdzk,1,pogorelcSemanticAmbientMedia2012,Semantic Ambient Media: From Ambient Advertising to Ambient-Assisted Living,"Pogorelc, Bogdan and Vatavu, Radu-Daniel and Lugmayr, Artur and Stockleben, Björn and Risse, Thomas and Kaario, Juha and Lomonaco, Estefania Constanza and Gams, Matjaž",2012,,26,3.1,,,,,,ASSISTED_LIVING,HEALTH,MEDICAL,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,
nkrhd79kcj,1,bohnDisappearingComputersEverywhere2003,Disappearing Computers Everywhere - Living in a World of Smart Everyday Objects,"Bohn, Jürgen and Coroamă, Vlad and Langheinrich, Marc and Mattern, Friedemann and Rohs, Michael",2003,,35,2,,,,,PROTOTYPE,INCREASE_AWARENESS,"RESOURCES,HEALTH","MEDICAL,HOME",,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,
nlfegr4tnr,1,endterAssistiertAlternEntwicklung2017,Assistiert Altern. Die Entwicklung Eines Sturzsensors Im Kontext von Ambient Assisted Living,"Endter, C",2017,,4,1.1,,,,AS,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nnza5ehl6z,1,prekopActivitiesContextUbiquitous2003,"Activities, Context and Ubiquitous Computing","Prekop, Paul and Burnett, Mark",2003,,325,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nobmy4deme,1,leoneFieldCommunicationbasedPlatform2015,A near Field Communication-Based Platform for Mobile Ambient Assisted Living Applications,"Leone, A and Rescio, G and Siciliano, P",2015,,3,0.5,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nolbvwbu8o,1,kunnappillyAModelchecking-basedFramework2019,A Model-Checking-Based Framework for Analyzing Ambient Assisted Living Solutions,"Kunnappilly, A and Marinescu, R and Seceleanu, C",2019,,2,1.3,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonf22n4k5,1,davisEffectsAmbientLighting2017,Effects of Ambient Lighting Displays on Peripheral Activity Awareness,"Davis, Kadian and Owusu, Evans B. and Marcenaro, Lucio and Feijs, Loe and Regazzoni, Carlo and Hu, Jun",2017,,8,2.3,Activity-based ambient lighting display (COL ONLY),A Philips Hue desk lamp that changes colour to convey an elderly person's activity levels to caregivers,YES,ADAIS,"EVAL,PROTOTYPE,USECASE","INCREASE_AWARENESS,ASSISTED_LIVING","SOCIAL,EVENTS,HEALTH","HOME,WORKPLACE,MEDICAL",,,,,,,,,CONTINUOUS,CHANGE_BLIND,VISUAL,PERSONAL,MEDIUM,LED,FAMILIAR,YES,56,HOURS,IN_LAB,USERS,WOZ,"QUESTIONNAIRE,INTERVIEW,HEURISTIC_EVALUATION,TASK_PERFORMANCE,OBSERVATION",[NA],SUBJECTIVE,MEMORY_OTHER,PRESENCE,"PERIPHERAL_PLACEMENT,AUGMENTATION",NO,NA,NOT_MENTIONED,,,
notwdhghtz,1,Winter_2014,Social Object Labels: Supporting Social Object Annotation with Small Pervasive Displays,"Winter, Marcus",2014,,10,1.5,Social Object Labels,,,,,,SOCIAL,,,,,,,,,,,,,,,,,NO,,,IN_SITU,,,,,,,,,,,,,,
npoq103qif9,1,hermannTangibleReminder2007,The Tangible Reminder,"Hermann, Marc and Mahler, Thorsten and De Melo, Guido and Weber, Michael",2007,,5,0.4,Tangible reminder,"A wooden case with trays holding user-chosen objects associated with appointments, each backed by an ambient light display that changes color to indicate appointment urgency.",YES,"TUI,ADAIS","PROTOTYPE,USECASE","NOTIFICATION,ASSISTED_LIVING",HEALTH,"HOME,WORKPLACE",,,,,,,,,OBJECT,MAKE_AWARE,"HAPTIC,VISUAL",PERSONAL,MEDIUM,LED,ARTIFICIAL,YES,11,HOURS,IN_LAB,"USERS,EXPERTS",PROTOTYPE,HEURISTIC_EVALUATION,[NA],[NA],SPATIAL_OBJECT_BINDING,"PRESENCE,PUSH",PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,,,
nqs5g4my76,1,amaralAModelHuman2019,A Model for Human Activity Recognition in Ambient Assisted Living,"do Amaral, Wagner D. and Dantas, Mario A. R. and Campos, Fernanda",2019,,,0,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsjdyty6jo,1,chiangInducingSubConscious2014,Inducing [Sub]Conscious Energy Behaviour through Visually Displayed Energy Information: A Case Study in University Accommodation,"Chiang, Teresa and Mevlevioglu, Gokhan and Natarajan, Sukumar and Padget, Julian and Walker, Ian",2014,,48,7.4,Numerical display,Android tablet display showing energy consumption as numerical kWh values with colour-coded ranges,YES,ADAIS,"EVAL,USECASE",INCREASE_AWARENESS,RESOURCES,"EDUCATION,HOME",,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,GROUP,HIGH,SCREEN,ARTIFICIAL,YES,42,WEEKS,IN_SITU,USERS,PROTOTYPE,"QUESTIONNAIRE,USAGE_STATISTIC",[NA],"OBJECTIVE,SUBJECTIVE",NONE,PRESENCE,PERIPHERAL_PLACEMENT,YES,NONE,YES,,,
nsr9vxz6ny8,1,garcesReferenceArchitecturesReference2017,Reference Architectures and Reference Models for Ambient Assisted Living Systems: A Systematic Literature Review.,"Garcés, L and Ampatzoglou, A and Oquendo, F and Nakagawa, EY",2017,,3,0.9,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ntzkefs9s1,1,jimenez-mixcoApplicationVirtualReality2009,Application of Virtual Reality Technologies in Rapid Development and Assessment of Ambient Assisted Living Environments,"Jiménez-Mixco, Viveca and González, Juan Luis Villalar and Arca, Antonella and Cabrera-Umpierrez, María Fernanda and Arredondo, María Teresa and Manchado, Pablo and García-Robledo, María",2009,,10,0.9,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu9kckrpjz,1,schmidt2005interactive,Interactive Context-Aware Systems Interacting with Ambient Intelligence,"Schmidt, Albrecht",2005,,215,13.9,Implicit Human Computer Interaction (iHCI),"A conceptual interaction model for context-aware systems in ambient intelligence that uses the user's context to create implicit, invisible user interfaces",NO,"ADAIS,AMI","CONCEPT,ISSUES",UNSTATED,OTHER,OTHER,,,,,,,,,,,[NA],,,,NA,NO,,,,,,,,,NONE,,,NA,NA,NA,,,
nugn24agfks,1,searchMultisensoryPhysicalEnvironments2016,Multisensory Physical Environments for Data Representation,"Search, Patricia",2016,,,0,,,,AS,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,
nurhocrutt,1,blumPseudoAmbienceFillingGap2018,Pseudo-Ambience: Filling the Gap Between Notifications and Continuous Information Displays,"Blum, Jeffrey R. and Cooperstock, Jeremy R. and Cauchard, Jessica",2018,,3,1.2,Pseudo-Ambient Displays (SenseProxy),Smartwatch-based haptic display that delivers periodic vibration summaries representing a partner's leg movement/activity,YES,ADAIS,"CONCEPT,USECASE","INCREASE_AWARENESS,NOTIFICATION",SOCIAL,OTHER,,,,,,,,,CONTINUOUS,MAKE_AWARE,HAPTIC,PERSONAL,MEDIUM,MOTOR,ARTIFICIAL,NO,,DAYS,IN_SITU,USERS,PROTOTYPE,QUESTIONNAIRE,[NA],SUBJECTIVE,SALIENCE,"PUSH,PRESENCE",PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
nv0ilxqiyn,1,malekmohamadiLowCostAutomaticAmbient2018,Low-Cost Automatic Ambient Assisted Living System,"Malekmohamadi, Hossein and Moemeni, Armaghan and Orun, Ahmet and Purohit, Jayendra Kumar",2018,,5,2,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
